name,address,hotel_score,hotel_description,features,room_data,hotel_scores
Unkown26,"Llibertat, 5 Bis, Gràcia, 08012 Barcelona, Spain",8.0,"[""You're eligible for a Genius discount at Barnapartments Basic Gracia! To save at this property, all you have to do is sign in."", 'Located 5 minutes’ walk from Paseo de Gracia of a historic district of Barcelona, Barnapartments Basic Gracia features a balcony with a city view. Free WiFi is available in all areas.', 'This air-conditioned 2-bedroom apartment offers includes a double sofa bed, flat-screen TV and dining table in the living room. The kitchen features a toaster, microwave and washing machine.', 'Various bars and restaurants are 5 minutes’ walk from the property and Casa Batlló is a 10-minute walk away.', 'Diagonal Metro Station is within a 10-minute walk of the property. Airport shuttle can be organized upon request.']","['Apartments', 'Kitchen', 'City view', 'Pet friendly', 'Washing machine', 'Free WiFi', 'Balcony', 'Air conditioning', 'Private Bathroom', 'Non-smoking rooms']","{'70979501_280211587_5_0_0': {'room_price': '€ 394', 'room_capacity': 'Max adults: 5', 'room_options': ['Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property', 'discount available']}, '70979501_229982758_5_0_0': {'room_price': '€ 379', 'room_capacity': 'Max adults: 5', 'room_options': ['Flexible to reschedule if plans change', 'Non-refundable', 'Pay in advance', 'discount available']}, '70979501_229982758_0_0_0': {'room_price': '€ 417', 'room_capacity': 'Max adults: 6', 'room_options': ['Flexible to reschedule if plans change', 'Non-refundable', 'Pay in advance', 'discount available']}, '70979501_280211587_0_0_0': {'room_price': '€ 434', 'room_capacity': 'Max adults: 6', 'room_options': ['Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property', 'discount available']}, '70979501_229982758_4_0_0': {'room_price': '€ 332', 'room_capacity': 'Max adults: 4', 'room_options': ['Flexible to reschedule if plans change', 'Non-refundable', 'Pay in advance', 'discount available']}, '70979501_280211587_4_0_0': {'room_price': '€ 345', 'room_capacity': 'Max adults: 4', 'room_options': ['Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property', 'discount available']}, '70979501_229982758_3_0_0': {'room_price': '€ 304', 'room_capacity': 'Max adults: 3', 'room_options': ['Flexible to reschedule if plans change', 'Non-refundable', 'Pay in advance', 'discount available']}, '70979501_280211587_3_0_0': {'room_price': '€ 316', 'room_capacity': 'Max adults: 3', 'room_options': ['Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property', 'discount available']}, '70979501_229982758_2_0_0': {'room_price': '€ 246', 'room_capacity': 'Max adults: 2', 'room_options': ['Flexible to reschedule if plans change', 'Non-refundable', 'Pay in advance', 'discount available']}, '70979501_280211587_2_0_0': {'room_price': '€ 256', 'room_capacity': 'Max adults: 2', 'room_options': ['Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property', 'discount available']}, '70979503_229982758_0_0_0': {'room_price': '€ 229', 'room_capacity': 'Max adults: 2', 'room_options': ['Flexible to reschedule if plans change', 'Non-refundable', 'Pay in advance', 'discount available']}, '70979503_280211587_0_0_0': {'room_price': '€ 238', 'room_capacity': 'Max adults: 2', 'room_options': ['Free cancellation until 11:59 PM on November 21, 2022', 'NO PREPAYMENT NEEDED – pay at the property', 'discount available']}}","{'': '', 'Staff': '8.9', 'Facilities': '8.0', 'Cleanliness': '8.6', 'Comfort': '8.2', 'Value for money': '7.8', 'Location': '9.0', 'Free WiFi': '8.8'}"
Unkown27,"Sant Pere Mes Alt, 21, Ciutat Vella, 08003 Barcelona, Spain",7.9,"[""You're eligible for a Genius discount at Ola Living Music! To save at this property, all you have to do is sign in."", 'Next to the modernistic Palau de la Música Catalana, Ola Living Music offers air-conditioned apartments with free safe and free Wi-Fi. Apartments are 10 minutes’ walk from Plaza Catalunya and Ramblas.', 'Featuring vaulted ceiling and traditional Catalan tiles, these apartments come with modern and functional furniture. They all have a fully equipped kitchenette including a microwave, and a washing machine, clothes dryer and iron facilities are also provided.', 'You can find some of the trendiest bars around beautiful Sant Pere Square and have fresh produce at Santa Caterina Market, just 350 m away. There is also a plenty of shops and supermarkets open till late in the surrounding area.', 'Located in the Borne District of Barcelona, Ola Living Music is 5 minutes’ walk from Barcelona Cathedral. The closest metro station is Urquinaona, just 300 m away.']","['Apartments', 'Kitchen', 'Washing machine', 'Free WiFi', 'Air conditioning', 'Private Bathroom', 'Non-smoking rooms', 'Heating', 'Elevator']","{'50000202_361232151_5_0_0': {'room_price': '€ 476', 'room_capacity': 'Max adults: 5', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'Pay nothing until November 18, 2022']}, '50000202_361232151_6_0_0': {'room_price': '€ 524', 'room_capacity': 'Max adults: 6', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'Pay nothing until November 18, 2022']}, '50000202_361232151_7_0_0': {'room_price': '€ 572', 'room_capacity': 'Max adults: 7', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'Pay nothing until November 18, 2022']}, '50000202_361232151_4_0_0': {'room_price': '€ 347', 'room_capacity': 'Max adults: 4', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'Pay nothing until November 18, 2022']}}","{'': '', 'Staff': '7.9', 'Facilities': '8.0', 'Cleanliness': '8.3', 'Comfort': '8.4', 'Value for money': '8.0', 'Location': '9.3', 'Free WiFi': '8.2'}"
Unkown28,"Rambla Catalunya, 8, Eixample, 08007 Barcelona, Spain",8.1,"[""Featuring free WiFi and air conditioning, Rent Top Apartments Rambla Catalunya 8 is located in Barcelona, 200 m from Plaça Catalunya. Portal de l'Angel is 500 m from the property."", 'The accommodations has a seating area. Some units feature a dining area and/or terrace. There is also a kitchen, equipped with a dishwasher. An oven, a toaster and refrigerator are also offered, as well as a coffee machine and a kettle.', 'Casa Batllo is 500 m from Rambla Catalunya 8. The nearest airport is Barcelona El Prat Airport, 8.1 mi from the property.']","['Apartments', 'Kitchen', 'Pet friendly', 'Washing machine', 'Free WiFi', 'Air conditioning', 'Private Bathroom', 'Daily housekeeping', 'Safe', 'Baggage storage']","{'171200506_329108639_0_0_0': {'room_price': '€ 579', 'room_capacity': 'Max adults: 6', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'Pay nothing until November 18, 2022']}, '171200506_90137969_0_0_0': {'room_price': '€ 555', 'room_capacity': 'Max adults: 6', 'room_options': ['Non-refundable', 'Pay in advance']}, '171200511_90137969_0_0_0': {'room_price': '€ 414', 'room_capacity': 'Max adults: 4', 'room_options': ['Non-refundable', 'Pay in advance']}, '171200511_329108639_0_0_0': {'room_price': '€ 450', 'room_capacity': 'Max adults: 4', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'Pay nothing until November 18, 2022']}, '171200504_90137969_3_0_0': {'room_price': '€ 443', 'room_capacity': 'Max adults: 3', 'room_options': ['Non-refundable', 'Pay in advance']}, '171200504_329108639_3_0_0': {'room_price': '€ 461', 'room_capacity': 'Max adults: 3', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'Pay nothing until November 18, 2022']}}","{'': '', 'Staff': '8.1', 'Facilities': '8.0', 'Cleanliness': '8.3', 'Comfort': '8.5', 'Value for money': '7.6', 'Location': '9.6', 'Free WiFi': '7.9'}"
Unkown29,"Calle Santa Anna 35, Ciutat Vella, 08002 Barcelona, Spain",8.1,"[""You're eligible for a Genius discount at Ola Living Santa Anna! To save at this property, all you have to do is sign in."", 'Located within 2.4 km of Sant Miquel Beach and 2.4 km of Somorrostro Beach in the center of Barcelona, Ola Living Santa Anna provides accommodations with free WiFi and TV.', 'Each unit is fitted with air conditioning, private bathroom and a kitchen including a dishwasher, microwave, fridge and an oven. A toaster is also provided, as well as an electric tea pot and a coffee machine.', 'Popular points of interest near the apartment include Tivoli Theatre, Passeig de Gracia Metro Station and Passeig de Gracia. The nearest airport is Barcelona-El Prat Airport, 15 km from Ola Living Santa Anna.']","['Apartments', 'Kitchen', 'Washing machine', 'Free WiFi', 'Balcony', 'Air conditioning', 'Private Bathroom', 'Non-smoking rooms', 'Safe', 'Heating']","{'189784102_363080019_5_0_0': {'room_price': '€ 484', 'room_capacity': 'Max adults: 5', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'Pay nothing until November 18, 2022', 'discount available']}, '189784102_214786744_5_0_0': {'room_price': '€ 440', 'room_capacity': 'Max adults: 5', 'room_options': ['Non-refundable', 'Pay in advance', 'discount available']}, '189784102_363080020_5_0_0': {'room_price': '€ 462', 'room_capacity': 'Max adults: 5', 'room_options': ['Non-refundable', 'Pay in advance', 'discount available']}, '189784102_214786744_4_0_0': {'room_price': '€ 388', 'room_capacity': 'Max adults: 4', 'room_options': ['Non-refundable', 'Pay in advance', 'discount available']}, '189784102_363080020_4_0_0': {'room_price': '€ 408', 'room_capacity': 'Max adults: 4', 'room_options': ['Non-refundable', 'Pay in advance', 'discount available']}, '189784102_363080019_4_0_0': {'room_price': '€ 428', 'room_capacity': 'Max adults: 4', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'Pay nothing until November 18, 2022', 'discount available']}, '189784102_214786744_3_0_0': {'room_price': '€ 336', 'room_capacity': 'Max adults: 3', 'room_options': ['Non-refundable', 'Pay in advance', 'discount available']}, '189784102_363080020_3_0_0': {'room_price': '€ 354', 'room_capacity': 'Max adults: 3', 'room_options': ['Non-refundable', 'Pay in advance', 'discount available']}, '189784102_363080019_3_0_0': {'room_price': '€ 371', 'room_capacity': 'Max adults: 3', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'Pay nothing until November 18, 2022', 'discount available']}, '189784102_214786744_2_0_0': {'room_price': '€ 255', 'room_capacity': 'Max adults: 2', 'room_options': ['Non-refundable', 'Pay in advance', 'discount available']}, '189784102_363080019_2_0_0': {'room_price': '€ 282', 'room_capacity': 'Max adults: 2', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'Pay nothing until November 18, 2022', 'discount available']}}","{'': '', 'Staff': '8.2', 'Facilities': '8.2', 'Cleanliness': '8.3', 'Comfort': '8.4', 'Value for money': '8.0', 'Location': '9.7', 'Free WiFi': '8.2'}"
Unkown30,"Gran de Gràcia, 205, Gràcia, 08012 Barcelona, Spain",7.8,"['Located in the charming Gràcia district, these elegant design apartments offer a balcony and a stylish kitchen with a ceramic hob, dishwasher and washing machine. Fontana Metro Station is just 200 m away.', 'The air-conditioned Gran de Gracia apartments feature sleek contemporary décor. Each one has a lounge with a flat-screen TV and 2 sofa beds. The modern bathrooms include a shower.', 'A variety of supermarkets, cafés and restaurants can be found within a 5-minute walk of the Gran de Gracia apartments. The surrounding streets are full of quirky boutiques and lively bars.', 'Gaudí’s Casa Vicenç is just 150 m from the apartments, while Parc Güell is a 20-minute walk away. You can walk to Passeig de Gràcia Boulevard in around 15 minutes.']","['Apartments', 'Kitchen', 'Washing machine', 'Free WiFi', 'Air conditioning', 'Private Bathroom', '24-hour front desk', 'Non-smoking rooms', 'Safe', 'Heating']","{'37372302_99321299_0_0_0': {'room_price': '€ 330', 'room_capacity': 'Max adults: 5', 'room_options': ['Free cancellation until 11:59 PM on November 19, 2022', 'NO PREPAYMENT NEEDED – pay at the property', 'Only 2 left on our site']}, '37372301_99321299_0_0_0': {'room_price': '€ 299', 'room_capacity': 'Max adults: 4', 'room_options': ['Free cancellation until 11:59 PM on November 19, 2022', 'NO PREPAYMENT NEEDED – pay at the property', 'Only 1 left on our site']}}","{'': '', 'Staff': '8.1', 'Facilities': '8.0', 'Cleanliness': '8.2', 'Comfort': '8.4', 'Value for money': '7.7', 'Location': '8.5', 'Free WiFi': '9.1'}"
Unkown31,"Mallorca, 255, Eixample, 08008 Barcelona, Spain",7.2,"[""You're eligible for a Genius discount at CIUDAD CONDAL Hostal - Paseo de Gracia! To save at this property, all you have to do is sign in."", 'Located in the neighborhood of the city of Barcelona, the CIUDAD CONDAL is a smart accommodations in Barcelona. The rooms are distributed on the main floor of an architecturally unique house, cataloged by City Heritage Casa Àngel Batlló on Calle Mallorca 255, between the\nfamous Passeig de Gràcia and the vibrant Rambla de Catalunya. Guests can find the reception by the entrance of 255, on the Main floor called Principal.', 'All rooms are equipped with air conditioning, heating, private bathroom, window, flat screen TV, desk, safe, trunk, hair dryer, basic amenities and free Wi-Fi. Due to the architectural characteristics of the building, all the rooms are different, each one of them designed in a clean and functional way, adapting to each space.', 'The property offers single, double, superior double, triple, and suite/family rooms for up to 4\npax, some of them (depending on the category of the reserved room) with a beautiful view of the street with a balcony or to the famous interior gardens of the genuine architectural plan of the Ensanche district of Barcelona Plà Cerdà; and others are interior rooms.', 'There is a range of cafés and restaurants on Passeig de Gràcia and in the nearby area of Gràcia.', '']",[],"{'28683803_89006351_0_0_0': {'room_price': '€ 294', 'room_capacity': 'Max adults: 3', 'room_options': ['Flexible to reschedule if plans change', 'Non-refundable', 'discount available', 'Only 4 rooms left on our site']}, '28683805_89006351_0_0_0': {'room_price': '€ 200', 'room_capacity': 'Max adults: 2', 'room_options': ['Flexible to reschedule if plans change', 'Non-refundable', 'discount available', 'Only 5 rooms left on our site']}, '28683804_89006351_0_0_0': {'room_price': '€ 384', 'room_capacity': 'Max adults: 4', 'room_options': ['Flexible to reschedule if plans change', 'Non-refundable', 'discount available', 'Only 2 rooms left on our site']}, '28683802_89006351_0_0_0': {'room_price': '€ 145', 'room_capacity': 'Max adults: 1', 'room_options': ['Flexible to reschedule if plans change', 'Non-refundable', 'discount available', 'Only 3 rooms left on our site']}}","{'': '', 'Staff': '8.0', 'Facilities': '7.2', 'Cleanliness': '8.0', 'Comfort': '7.7', 'Value for money': '7.4', 'Location': '9.4', 'Free WiFi': '7.4'}"
Unkown32,"Muntaner, 212, Eixample, 08036 Barcelona, Spain",8.0,"['This modern hotel offers spacious, air-conditioned suites with a separate seating area, private balcony, free WiFi and 2 TVs. The hotel is 10 minutes’ walk from Barcelona’s Passeig de Gràcia Boulevard.', 'There are several restaurants within a 5-minute walk from Guitard Grand Passage. Also, the hotel is only 500 m from Hospital Clinic Metro Station.', 'There are good transport connections to Barcelona El Prat Airport from Passeig de Gràcia Metro Station, located around 15 minutes’ walk away.']",[],"{'9005117_333205777_0_2_0': {'room_price': '€ 378', 'room_capacity': 'Max adults: 3', 'room_options': ['Good breakfast € 12', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005117_335847482_0_2_0': {'room_price': '€ 356', 'room_capacity': 'Max adults: 3', 'room_options': ['Good breakfast € 12', 'Partially refundable']}, '9005117_335847482_0_1_0': {'room_price': '€ 428', 'room_capacity': 'Max adults: 3', 'room_options': ['Good breakfast included', 'Partially refundable']}, '9005117_333205777_0_1_0': {'room_price': '€ 457', 'room_capacity': 'Max adults: 3', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005112_333205777_0_2_0': {'room_price': '€ 261', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast € 12', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005112_335847482_0_2_0': {'room_price': '€ 238', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast € 12', 'Partially refundable']}, '9005112_335847482_0_1_0': {'room_price': '€ 286', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Partially refundable']}, '9005112_333205777_0_1_0': {'room_price': '€ 313', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005118_335847482_0_2_0': {'room_price': '€ 443', 'room_capacity': 'Max adults: 4', 'room_options': ['Good breakfast € 12', 'Partially refundable']}, '9005118_333205777_0_2_0': {'room_price': '€ 466', 'room_capacity': 'Max adults: 4', 'room_options': ['Good breakfast € 12', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005118_335847482_0_1_0': {'room_price': '€ 539', 'room_capacity': 'Max adults: 4', 'room_options': ['Good breakfast included', 'Partially refundable']}, '9005118_333205777_0_1_0': {'room_price': '€ 571', 'room_capacity': 'Max adults: 4', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005115_335847482_0_2_0': {'room_price': '€ 473', 'room_capacity': 'Max adults: 4', 'room_options': ['Good breakfast € 12', 'Partially refundable']}, '9005115_333205777_0_2_0': {'room_price': '€ 496', 'room_capacity': 'Max adults: 4', 'room_options': ['Good breakfast € 12', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005115_335847482_0_1_0': {'room_price': '€ 569', 'room_capacity': 'Max adults: 4', 'room_options': ['Good breakfast included', 'Partially refundable']}, '9005115_333205777_0_1_0': {'room_price': '€ 601', 'room_capacity': 'Max adults: 4', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005113_335847482_0_2_0': {'room_price': '€ 252', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast € 12', 'Partially refundable']}, '9005113_333205777_0_2_0': {'room_price': '€ 275', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast € 12', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005113_335847482_0_1_0': {'room_price': '€ 300', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Partially refundable']}, '9005113_333205777_0_1_0': {'room_price': '€ 327', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005114_335847482_0_2_0': {'room_price': '€ 268', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast € 12', 'Partially refundable']}, '9005114_333205777_0_2_0': {'room_price': '€ 291', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast € 12', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005114_335847482_0_1_0': {'room_price': '€ 316', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Partially refundable']}, '9005114_333205777_0_1_0': {'room_price': '€ 343', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005116_335847482_0_2_0': {'room_price': '€ 298', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast € 12', 'Partially refundable']}, '9005116_333205777_0_2_0': {'room_price': '€ 321', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast € 12', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005116_335847482_0_1_0': {'room_price': '€ 346', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Partially refundable']}, '9005116_333205777_0_1_0': {'room_price': '€ 373', 'room_capacity': 'Max adults: 2', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005149_335847482_0_2_0': {'room_price': '€ 197', 'room_capacity': 'Max adults: 1', 'room_options': ['Good breakfast € 12', 'Partially refundable']}, '9005149_333205777_1_2_0': {'room_price': '€ 216', 'room_capacity': 'Max adults: 1', 'room_options': ['Good breakfast € 12', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005149_335847482_0_1_0': {'room_price': '€ 221', 'room_capacity': 'Max adults: 1', 'room_options': ['Good breakfast included', 'Partially refundable']}, '9005149_333205777_0_1_0': {'room_price': '€ 243', 'room_capacity': 'Max adults: 1', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005119_335847482_0_2_0': {'room_price': '€ 211', 'room_capacity': 'Max adults: 1', 'room_options': ['Good breakfast € 12', 'Partially refundable']}, '9005119_333205777_0_2_0': {'room_price': '€ 230', 'room_capacity': 'Max adults: 1', 'room_options': ['Good breakfast € 12', 'Free cancellation until 11:59 PM on November 21, 2022']}, '9005119_335847482_0_1_0': {'room_price': '€ 235', 'room_capacity': 'Max adults: 1', 'room_options': ['Good breakfast included', 'Partially refundable']}, '9005119_333205777_0_1_0': {'room_price': '€ 257', 'room_capacity': 'Max adults: 1', 'room_options': ['Good breakfast included', 'Free cancellation until 11:59 PM on November 21, 2022']}}","{'': '', 'Staff': '8.7', 'Facilities': '8.0', 'Cleanliness': '8.3', 'Comfort': '8.4', 'Value for money': '8.0', 'Location': '8.9', 'Free WiFi': '8.5'}"
Unkown33,"9 Carrer de Sant Domènec, Gràcia, 08012 Barcelona, Spain",8.0,"[""You're eligible for a Genius discount at Centric Gracia Apartments! To save at this property, all you have to do is sign in."", 'Centric Gracia Apartments is located in the Gràcia district of Barcelona, a 9-minute walk from La Pedrera and 1.3 km from Casa Batllo.', ""The air-conditioned units are furnished with hardwood floors and feature a private bathroom, a flat-screen TV, free WiFi, closet, a living room, an equipped kitchen, balcony and views over the city. There's a seating and/or dining area in some units."", 'Popular points of interest near the apartment include Passeig de Gracia, Passeig de Gracia Metro Station and Tivoli Theatre. The nearest airport is Barcelona-El Prat Airport, 17.7 km from Centric Gracia Apartments.']","['Apartments', 'Kitchen', 'City view', 'Washing machine', 'Free WiFi', 'Balcony', 'Air conditioning', 'Private Bathroom', 'Non-smoking rooms', 'Heating']","{'192085401_337923940_5_0_0': {'room_price': '€ 236', 'room_capacity': 'Max adults: 5', 'room_options': ['Non-refundable', 'discount available']}, '192085401_337923940_6_0_0': {'room_price': '€ 254', 'room_capacity': 'Max adults: 6', 'room_options': ['Non-refundable', 'discount available']}, '192085401_337923940_7_0_0': {'room_price': '€ 272', 'room_capacity': 'Max adults: 7', 'room_options': ['Non-refundable', 'discount available']}, '192085401_337923940_0_0_0': {'room_price': '€ 290', 'room_capacity': 'Max adults: 8', 'room_options': ['Non-refundable', 'discount available']}, '192085401_337923940_4_0_0': {'room_price': '€ 209', 'room_capacity': 'Max adults: 4', 'room_options': ['Non-refundable', 'discount available']}}","{'': '', 'Staff': '8.6', 'Facilities': '7.8', 'Cleanliness': '8.2', 'Comfort': '8.1', 'Value for money': '8.2', 'Location': '9.3', 'Free WiFi': '8.4'}"
Unkown34,"Rambla De Catalunya, 46, Eixample, 08007 Barcelona, Spain",8.4,"[""You're eligible for a Genius discount at Cosmo Apartments Rambla Catalunya! To save at this property, all you have to do is sign in."", 'Featuring soundproofed rooms and free WiFi, Cosmo Apartments Rambla Catalunya is located in central Barcelona, only 6 minutes on foot from Plaça Catalunya Square.', 'These modern and bright apartments come with 3 bedrooms and 2 bathrooms. The kitchenette includes oven, dishwasher, a microwave and a coffee machine and the living area has a sofa and a flat-screen TV. Bed linen and towels are provided.', 'Guests can order gourmet food baskets upon arrival.\nGuests will find many bars, restaurants and shops in the lively and central Rambla de Catalunya. The closest supermarket is just 500 m away.', 'Barcelona’s La Rambla Street is 601 m from the property and Gaudi’s Casa Batlló building is a 3-minute walk away. The apartment is just 200 m from Paseo de Gracia Boulevard and its metro and train station, with direct connection with El Prat Airport.']","['Whole apartment', 'Size', 'Kitchen', 'City view', 'Washing machine', 'Free WiFi', 'Air conditioning', 'Private Bathroom', '24-hour front desk', 'Key card access']","{'72259204_232617369_0_0_0': {'room_price': '€ 564', 'room_capacity': 'Max adults: 5', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'discount available']}, '72259204_88504526_0_0_0': {'room_price': '€ 512', 'room_capacity': 'Max adults: 5', 'room_options': ['Non-refundable', 'discount available']}, '72259204_88504526_4_0_0': {'room_price': '€ 485', 'room_capacity': 'Max adults: 4', 'room_options': ['Non-refundable', 'discount available']}, '72259204_232617369_4_0_0': {'room_price': '€ 535', 'room_capacity': 'Max adults: 4', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'discount available']}, '72259204_88504526_3_0_0': {'room_price': '€ 458', 'room_capacity': 'Max adults: 3', 'room_options': ['Non-refundable', 'discount available']}, '72259204_232617369_3_0_0': {'room_price': '€ 506', 'room_capacity': 'Max adults: 3', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'discount available']}, '72259204_88504526_2_0_0': {'room_price': '€ 432', 'room_capacity': 'Max adults: 2', 'room_options': ['Non-refundable', 'discount available']}, '72259204_232617369_2_0_0': {'room_price': '€ 478', 'room_capacity': 'Max adults: 2', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'discount available']}, '72259204_88504526_1_0_0': {'room_price': '€ 405', 'room_capacity': 'Max adults: 1', 'room_options': ['Non-refundable', 'discount available']}, '72259204_232617369_1_0_0': {'room_price': '€ 449', 'room_capacity': 'Max adults: 1', 'room_options': ['Free cancellation until 11:59 PM on November 20, 2022', 'discount available']}}","{'': '', 'Staff': '8.0', 'Facilities': '8.5', 'Cleanliness': '9.0', 'Comfort': '9.0', 'Value for money': '8.3', 'Location': '9.6', 'Free WiFi': '5.6'}"
Unkown35,"Arcs, 10, Ciutat Vella, 08002 Barcelona, Spain",9.0,"[""You're eligible for a Genius discount at Catalonia Catedral! To save at this property, all you have to do is sign in."", 'The Catalonia Catedral is set in a traditional Modernist building, just 100 m from Barcelona Cathedral. It offers free use of Smartphones, Wi-Fi access, a rooftop seasonal pool and a Japanese-style terrace and garden.', 'The Catedral has stylish rooms, which have contemporary décor. Each has a flat-screen TV, air conditioning, a mini-bar, a Nespresso machine. A smartphone is available for guests during their stay free of charge.', 'The hotel’s Ascent Restaurant by Eboca serves Mediterrean cuisine and offers views of the nearby Palacio Pignatelli Art Gallery. There is also a bar in the hotel lobby where guests can use the computers with internet access and printers for free.', ""The Catalonia Catedral is around 10 minutes’ walk from landmarks such as Las Ramblas and Plaza de Catalunya Square. Barcelona’s Old Port and Marina are less than one kilometer away. Jaume I Metro Station is 5 minutes' walk away.""]","['Garden', 'Pet friendly', 'Swimming pool', 'Free WiFi', 'Air conditioning', 'Private Bathroom', '24-hour front desk', 'Key card access', 'Daily housekeeping', 'Non-smoking rooms']","{'18950005_194582652_0_2_0': {'room_price': '€ 345', 'room_capacity': 'Max adults: 2', 'room_options': ['Wonderful breakfast € 21', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '18950005_194582652_0_1_0': {'room_price': '€ 429', 'room_capacity': 'Max adults: 2', 'room_options': ['Wonderful breakfast included', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '18950005_194582652_1_1_0': {'room_price': '€ 380', 'room_capacity': 'Max adults: 1', 'room_options': ['Wonderful breakfast included', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '18950008_194582652_0_2_0': {'room_price': '€ 383', 'room_capacity': 'Max adults: 2 <br> Max children: 1', 'room_options': ['Wonderful breakfast € 21', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '18950008_194582652_0_1_0': {'room_price': '€ 488', 'room_capacity': 'Max adults: 2 <br> Max children: 1', 'room_options': ['Wonderful breakfast included', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property']}, '18950010_194582652_0_2_0': {'room_price': '€ 585', 'room_capacity': 'Max adults: 2', 'room_options': ['Wonderful breakfast € 21', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property', 'discount available']}, '18950010_194582652_0_1_0': {'room_price': '€ 669', 'room_capacity': 'Max adults: 2', 'room_options': ['Wonderful breakfast included', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property', 'discount available']}, '18950010_194582652_1_1_0': {'room_price': '€ 620', 'room_capacity': 'Max adults: 1', 'room_options': ['Wonderful breakfast included', 'Free cancellation until 11:59 PM on November 20, 2022', 'NO PREPAYMENT NEEDED – pay at the property', 'discount available']}}","{'': '', 'Staff': '9.4', 'Facilities': '9.1', 'Cleanliness': '9.3', 'Comfort': '9.4', 'Value for money': '8.6', 'Location': '9.8', 'Free WiFi': '8.9'}"
